ID,Dutch_Orig,English_gloss,High_Language_HL,Contemporary_Equiv_HL,Low_Language_LL,Contemporary_Equiv_LL,Remarks_Split,Remarks_Category,Remarks_Orig,pagenum
63,Koorts,fever,ke-poearah,(kapur),adoh,arėh,"ME: kapur ‘boil’ (tr.v.), arėh ‘have fever’",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 261 kapuda ‘boil (tr.v.)’ (< puda), etymology unclear
OE V# > ME Ø
LL: Kähler p. 46 edohoë(’)adoho ‘fever, malaria’, etymology unclear; no final vowel in Walland but in Kähler (cf. ‘sick’)!
OE d > ME r
OE o > ME ė
ME: kapur ‘boil’ (tr.v.), arėh ‘have fever’",9
64,Broeder,brother,pa-djoheh,—,,,"unclear, perhaps a name of someone’s brother? not recognized by Engga and Milson",Rm_Others,"unclear, perhaps a name of someone’s brother? not recognized by Engga and Milson",10
65,Hoofd,head,oeloe,yur,,,OE l/d/r > ME r,Rm_Sound_Changes,"Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’
OE l/d/r > ME r
OE #V > ME iV
ME: yur ‘head’",10
65,Hoofd,head,oeloe,yur,,,OE #V > ME iV,Rm_Sound_Changes,"Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’
OE l/d/r > ME r
OE #V > ME iV
ME: yur ‘head’",10
65,Hoofd,head,oeloe,yur,,,ME: yur ‘head’,Rm_Contemporary_Enggano_Translation,"Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’
OE l/d/r > ME r
OE #V > ME iV
ME: yur ‘head’",10
65,Hoofd,head,oeloe,yur,,,Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’,Rm_Kahler,"Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’
OE l/d/r > ME r
OE #V > ME iV
ME: yur ‘head’",10
66,Neus,nose,fanoh,pan,,,ME: pan ‘nose’,Rm_Contemporary_Enggano_Translation,"Kähler p. 238 epãnũ ‘nose’, etymology unclear
ME: pan ‘nose’",10
66,Neus,nose,fanoh,pan,,,"Kähler p. 238 epãnũ ‘nose’, etymology unclear",Rm_Kahler,"Kähler p. 238 epãnũ ‘nose’, etymology unclear
ME: pan ‘nose’",10
67,Oog,eye,bah-kah,bak,,,ME: bak ‘eye’,Rm_Contemporary_Enggano_Translation,"Kähler p. 25 ebaka ‘eye, face’ < PAN *maCa ‘eye’ 
ME: bak ‘eye’",10
67,Oog,eye,bah-kah,bak,,,"Kähler p. 25 ebaka ‘eye, face’ < PAN *maCa ‘eye’ ",Rm_Kahler,"Kähler p. 25 ebaka ‘eye, face’ < PAN *maCa ‘eye’ 
ME: bak ‘eye’",10
68,Oor,ear,kalila,karih,téi-koeh,—,HL: Kähler p. 109 ekadixaëkarixa ‘ear(lobe)’ < PAN *Caliŋa ‘ear’,Rm_HL,"HL: Kähler p. 109 ekadixaëkarixa ‘ear(lobe)’ < PAN *Caliŋa ‘ear’
OE l/d/r > ME r
LL: Kähler p. 131 ekekū ekarixa ‘bone behind ear (mastoid)’ pre-Kähler t > Kähler k (or assimilation?)
ME: karih ‘ear’, Engga and Milson do not recognize the LL word but recall an expression karih teko ‘disobedient’ and think that this comes from teko ‘teapot’, although this may in fact be related to /teku~keku/ ‘mastoid, bone behind ear’",10
68,Oor,ear,kalila,karih,téi-koeh,—,LL: Kähler p. 131 ekekū ekarixa ‘bone behind ear (mastoid)’ pre-Kähler t > Kähler k (or assimilation?),Rm_LL,"HL: Kähler p. 109 ekadixaëkarixa ‘ear(lobe)’ < PAN *Caliŋa ‘ear’
OE l/d/r > ME r
LL: Kähler p. 131 ekekū ekarixa ‘bone behind ear (mastoid)’ pre-Kähler t > Kähler k (or assimilation?)
ME: karih ‘ear’, Engga and Milson do not recognize the LL word but recall an expression karih teko ‘disobedient’ and think that this comes from teko ‘teapot’, although this may in fact be related to /teku~keku/ ‘mastoid, bone behind ear’",10
68,Oor,ear,kalila,karih,téi-koeh,—,OE l/d/r > ME r,Rm_Sound_Changes,"HL: Kähler p. 109 ekadixaëkarixa ‘ear(lobe)’ < PAN *Caliŋa ‘ear’
OE l/d/r > ME r
LL: Kähler p. 131 ekekū ekarixa ‘bone behind ear (mastoid)’ pre-Kähler t > Kähler k (or assimilation?)
ME: karih ‘ear’, Engga and Milson do not recognize the LL word but recall an expression karih teko ‘disobedient’ and think that this comes from teko ‘teapot’, although this may in fact be related to /teku~keku/ ‘mastoid, bone behind ear’",10
68,Oor,ear,kalila,karih,téi-koeh,—,"ME: karih ‘ear’, Engga and Milson do not recognize the LL word but recall an expression karih teko ‘disobedient’ and think that this comes from teko ‘teapot’, although this may in fact be related to /teku~keku/ ‘mastoid, bone behind ear’",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 109 ekadixaëkarixa ‘ear(lobe)’ < PAN *Caliŋa ‘ear’
OE l/d/r > ME r
LL: Kähler p. 131 ekekū ekarixa ‘bone behind ear (mastoid)’ pre-Kähler t > Kähler k (or assimilation?)
ME: karih ‘ear’, Engga and Milson do not recognize the LL word but recall an expression karih teko ‘disobedient’ and think that this comes from teko ‘teapot’, although this may in fact be related to /teku~keku/ ‘mastoid, bone behind ear’",10
69,Kin,chin,khie,ki,,,ME: ki ‘knee’,Rm_Contemporary_Enggano_Translation,"Kähler p. 144 ekĩ’ĩ ‘knee’, etymology unclear
ME: ki ‘knee’",10
69,Kin,chin,khie,ki,,,"Kähler p. 144 ekĩ’ĩ ‘knee’, etymology unclear",Rm_Kahler,"Kähler p. 144 ekĩ’ĩ ‘knee’, etymology unclear
ME: ki ‘knee’",10
70,Wang,cheek,papah,pap,,,ME: pap ‘cheek’,Rm_Contemporary_Enggano_Translation,"Kähler p. 238 epapa ‘cheek’ < PMP *baqbaq~beqbeq ‘mouth’; according to Erik Zobel, this word is rather related to PCEMP *papaR 'cheek', which has the reflex pape in Ulumanda’ 
ME: pap ‘cheek’",10
70,Wang,cheek,papah,pap,,,"Kähler p. 238 epapa ‘cheek’ < PMP *baqbaq~beqbeq ‘mouth’; according to Erik Zobel, this word is rather related to PCEMP *papaR 'cheek', which has the reflex pape in Ulumanda’ ",Rm_Kahler,"Kähler p. 238 epapa ‘cheek’ < PMP *baqbaq~beqbeq ‘mouth’; according to Erik Zobel, this word is rather related to PCEMP *papaR 'cheek', which has the reflex pape in Ulumanda’ 
ME: pap ‘cheek’",10
71,Haar (hoofd),hair (head),poeroe-oeloe,puru yur,,,OE r/d > ME r,Rm_Sound_Changes,"Kähler p. 263/267 epuruëpudu ‘pubic hair’ < PMP *bulu ‘body hair, fur’ + Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’
OE r/d > ME r
final vocal in puru not lost!
OE l/d/r > ME r
ME: puru yur ‘head hair’",10
71,Haar (hoofd),hair (head),poeroe-oeloe,puru yur,,,OE l/d/r > ME r,Rm_Sound_Changes,"Kähler p. 263/267 epuruëpudu ‘pubic hair’ < PMP *bulu ‘body hair, fur’ + Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’
OE r/d > ME r
final vocal in puru not lost!
OE l/d/r > ME r
ME: puru yur ‘head hair’",10
71,Haar (hoofd),hair (head),poeroe-oeloe,puru yur,,,ME: puru yur ‘head hair’,Rm_Contemporary_Enggano_Translation,"Kähler p. 263/267 epuruëpudu ‘pubic hair’ < PMP *bulu ‘body hair, fur’ + Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’
OE r/d > ME r
final vocal in puru not lost!
OE l/d/r > ME r
ME: puru yur ‘head hair’",10
71,Haar (hoofd),hair (head),poeroe-oeloe,puru yur,,,"Kähler p. 263/267 epuruëpudu ‘pubic hair’ < PMP *bulu ‘body hair, fur’ + Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’",Rm_Kahler,"Kähler p. 263/267 epuruëpudu ‘pubic hair’ < PMP *bulu ‘body hair, fur’ + Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’
OE r/d > ME r
final vocal in puru not lost!
OE l/d/r > ME r
ME: puru yur ‘head hair’",10
71,Haar (hoofd),hair (head),poeroe-oeloe,puru yur,,,final vocal in puru not lost!,Rm_Others,"Kähler p. 263/267 epuruëpudu ‘pubic hair’ < PMP *bulu ‘body hair, fur’ + Kähler p. 281 e(’)uduëuru ‘head (hair)’ < PAN *quluh ‘head’
OE r/d > ME r
final vocal in puru not lost!
OE l/d/r > ME r
ME: puru yur ‘head hair’",10
72,Knevels,mustache,poeroe-diepoh,—,,,OE l/d/r > ME r,Rm_Sound_Changes,"Kähler p. 302 porod(o)ipo ‘Bart’, most likely < purudui ‘hair’ (< PMP *bulu ‘body hair, fur’ + ?*duRi ‘thorn’, cf. Edwards 2015:94-97, or ?*dilaq ‘tongue’) + *po (unclear)
OE l/d/r > ME r
ME: por(d)oip ‘beard’, recognized by Milson, not by Engga",10
72,Knevels,mustache,poeroe-diepoh,—,,,"ME: por(d)oip ‘beard’, recognized by Milson, not by Engga",Rm_Contemporary_Enggano_Translation,"Kähler p. 302 porod(o)ipo ‘Bart’, most likely < purudui ‘hair’ (< PMP *bulu ‘body hair, fur’ + ?*duRi ‘thorn’, cf. Edwards 2015:94-97, or ?*dilaq ‘tongue’) + *po (unclear)
OE l/d/r > ME r
ME: por(d)oip ‘beard’, recognized by Milson, not by Engga",10
72,Knevels,mustache,poeroe-diepoh,—,,,"Kähler p. 302 porod(o)ipo ‘Bart’, most likely < purudui ‘hair’ (< PMP *bulu ‘body hair, fur’ + ?*duRi ‘thorn’, cf. Edwards 2015:94-97, or ?*dilaq ‘tongue’) + *po (unclear)",Rm_Kahler,"Kähler p. 302 porod(o)ipo ‘Bart’, most likely < purudui ‘hair’ (< PMP *bulu ‘body hair, fur’ + ?*duRi ‘thorn’, cf. Edwards 2015:94-97, or ?*dilaq ‘tongue’) + *po (unclear)
OE l/d/r > ME r
ME: por(d)oip ‘beard’, recognized by Milson, not by Engga",10
73,Mond,mouth,okoe-diepoh,(kudip),,,"eukudipoẽukuripo ‘lips’ (Kähler p. 285), etymology unclear, and ehōka’a (< p. 80 ehō uka’a ‘the inside of the mouth = oral cavity’); */dipo/ looks like the second part in ‘mustache’ ME kudipo’ ‘my lips’ (< kudip ‘lips’), ka’ (Kähler eka’a ‘tooth, mouth, snout, beak, tip, rim’, p. 103),",Rm_Others,"eukudipoẽukuripo ‘lips’ (Kähler p. 285), etymology unclear, and ehōka’a (< p. 80 ehō uka’a ‘the inside of the mouth = oral cavity’); */dipo/ looks like the second part in ‘mustache’ ME kudipo’ ‘my lips’ (< kudip ‘lips’), ka’ (Kähler eka’a ‘tooth, mouth, snout, beak, tip, rim’, p. 103),",11
74,Tanden,teeth,kah,ka’,,,ME: ka’ ‘mouth’,Rm_Contemporary_Enggano_Translation,"Kähler p. 103 eka’a ‘tooth, mouth, snout, beak, tip, rim’, etymology unclear
ME: ka’ ‘mouth’",11
74,Tanden,teeth,kah,ka’,,,"Kähler p. 103 eka’a ‘tooth, mouth, snout, beak, tip, rim’, etymology unclear",Rm_Kahler,"Kähler p. 103 eka’a ‘tooth, mouth, snout, beak, tip, rim’, etymology unclear
ME: ka’ ‘mouth’",11
75,Tong,tongue,lio,di,,,OE l/d > ME d,Rm_Sound_Changes,"Kähler p. 43 edio ‘tongue’ ?< PAN *dilaq ‘tongue’ (Nothofer 1986:102 and Edwards 2015:78 do not see this etymology justified)
OE l/d > ME d
ME: di ‘tongue’",11
75,Tong,tongue,lio,di,,,ME: di ‘tongue’,Rm_Contemporary_Enggano_Translation,"Kähler p. 43 edio ‘tongue’ ?< PAN *dilaq ‘tongue’ (Nothofer 1986:102 and Edwards 2015:78 do not see this etymology justified)
OE l/d > ME d
ME: di ‘tongue’",11
75,Tong,tongue,lio,di,,,Kähler p. 43 edio ‘tongue’ ?< PAN *dilaq ‘tongue’ (Nothofer 1986:102 and Edwards 2015:78 do not see this etymology justified),Rm_Kahler,"Kähler p. 43 edio ‘tongue’ ?< PAN *dilaq ‘tongue’ (Nothofer 1986:102 and Edwards 2015:78 do not see this etymology justified)
OE l/d > ME d
ME: di ‘tongue’",11
76,Hals,neck,panoh,(hanu’),,,ME: hanu’ ‘throat’,Rm_Contemporary_Enggano_Translation,"Kähler p. 67 ehãnṹ’ita ‘throat’, but ‘neck, stem, stalk’ is eit’it (p. 289), etymology unclear 
pre-Kähler p > Kähler h > ME h?
ME: hanu’ ‘throat’",11
76,Hals,neck,panoh,(hanu’),,,"Kähler p. 67 ehãnṹ’ita ‘throat’, but ‘neck, stem, stalk’ is eit’it (p. 289), etymology unclear ",Rm_Kahler,"Kähler p. 67 ehãnṹ’ita ‘throat’, but ‘neck, stem, stalk’ is eit’it (p. 289), etymology unclear 
pre-Kähler p > Kähler h > ME h?
ME: hanu’ ‘throat’",11
76,Hals,neck,panoh,(hanu’),,,pre-Kähler p > Kähler h > ME h?,Rm_Others,"Kähler p. 67 ehãnṹ’ita ‘throat’, but ‘neck, stem, stalk’ is eit’it (p. 289), etymology unclear 
pre-Kähler p > Kähler h > ME h?
ME: hanu’ ‘throat’",11
77,Schouders,shoulders,apoe-éh,—,,,"ME: iam’iam (cf. Kähler p. 13 e’ami’ami), recognized by Milson and Engga, but the other word for ‘shoulder’ is not",Rm_Contemporary_Enggano_Translation,"Kähler p. 20 eapṹ’iti ‘shoulder bone’ (?< epit’it ‘joint, bone’) 
ME: iam’iam (cf. Kähler p. 13 e’ami’ami), recognized by Milson and Engga, but the other word for ‘shoulder’ is not",11
77,Schouders,shoulders,apoe-éh,—,,,"Kähler p. 20 eapṹ’iti ‘shoulder bone’ (?< epit’it ‘joint, bone’) ",Rm_Kahler,"Kähler p. 20 eapṹ’iti ‘shoulder bone’ (?< epit’it ‘joint, bone’) 
ME: iam’iam (cf. Kähler p. 13 e’ami’ami), recognized by Milson and Engga, but the other word for ‘shoulder’ is not",11
78,Elleboog,elbow,poe-apoh,pu’ ’iap,,,ME: pu’ ’iap ‘elbow’,Rm_Contemporary_Enggano_Translation,"literally ‘knee of hand’, Kähler p. 268 epit’it u’apo ‘elbow, float ball on boat outrigger’, for etymology of pit’it cf. ‘knee’, for etymology of ’apo cf. ‘veins’
ME: pu’ ’iap ‘elbow’",11
78,Elleboog,elbow,poe-apoh,pu’ ’iap,,,"literally ‘knee of hand’, Kähler p. 268 epit’it u’apo ‘elbow, float ball on boat outrigger’, for etymology of pit’it cf. ‘knee’, for etymology of ’apo cf. ‘veins’",Rm_Others,"literally ‘knee of hand’, Kähler p. 268 epit’it u’apo ‘elbow, float ball on boat outrigger’, for etymology of pit’it cf. ‘knee’, for etymology of ’apo cf. ‘veins’
ME: pu’ ’iap ‘elbow’",11
79,Aderen,veins,a-poh,(’iap),,,OE #V > ME iV,Rm_Sound_Changes,"Kähler p. 19 ’apo ‘hand, outrigger’ < *kapət ‘hold onto, cling to’ (Edwards 2015:94-97); the word for ‘hawser, vein, tendon’ is oko (Kähler p. 219, ME iok, OE #V > ME iV)
OE #V > ME iV
ME: ’iap ‘hand’",11
79,Aderen,veins,a-poh,(’iap),,,ME: ’iap ‘hand’,Rm_Contemporary_Enggano_Translation,"Kähler p. 19 ’apo ‘hand, outrigger’ < *kapət ‘hold onto, cling to’ (Edwards 2015:94-97); the word for ‘hawser, vein, tendon’ is oko (Kähler p. 219, ME iok, OE #V > ME iV)
OE #V > ME iV
ME: ’iap ‘hand’",11
79,Aderen,veins,a-poh,(’iap),,,"Kähler p. 19 ’apo ‘hand, outrigger’ < *kapət ‘hold onto, cling to’ (Edwards 2015:94-97); the word for ‘hawser, vein, tendon’ is oko (Kähler p. 219, ME iok, OE #V > ME iV)",Rm_Kahler,"Kähler p. 19 ’apo ‘hand, outrigger’ < *kapət ‘hold onto, cling to’ (Edwards 2015:94-97); the word for ‘hawser, vein, tendon’ is oko (Kähler p. 219, ME iok, OE #V > ME iV)
OE #V > ME iV
ME: ’iap ‘hand’",11
80,Vingers,fingers,minoe-apoh,min ’iap,,,ME: min ’iap ‘finger’,Rm_Contemporary_Enggano_Translation,"Kähler p. 192 emina u’apo ‘finger’, etymology of mina unclear; Walland’s form seems like min u’apo without the final vowel in mina
ME: min ’iap ‘finger’",11
80,Vingers,fingers,minoe-apoh,min ’iap,,,"Kähler p. 192 emina u’apo ‘finger’, etymology of mina unclear; Walland’s form seems like min u’apo without the final vowel in mina",Rm_Kahler,"Kähler p. 192 emina u’apo ‘finger’, etymology of mina unclear; Walland’s form seems like min u’apo without the final vowel in mina
ME: min ’iap ‘finger’",11
81,Teenen,toes,minoe-ah,min ya,,,ME: min ya ‘toe’,Rm_Contemporary_Enggano_Translation,"Kähler p. 192 emina uae ‘toe’, etymology of mina unclear; Walland’s form seems like min u’a without the final vowel in mina
ME: min ya ‘toe’",11
81,Teenen,toes,minoe-ah,min ya,,,"Kähler p. 192 emina uae ‘toe’, etymology of mina unclear; Walland’s form seems like min u’a without the final vowel in mina",Rm_Kahler,"Kähler p. 192 emina uae ‘toe’, etymology of mina unclear; Walland’s form seems like min u’a without the final vowel in mina
ME: min ya ‘toe’",11
82,Borst,breast/chest,amah,omah,,,"ME: omah ‘chest’, not recognized by Engga, but by Milson",Rm_Contemporary_Enggano_Translation,"Kähler p. 12 eamahaëãmãhã ‘male chest’, etymology unclear 
ME: omah ‘chest’, not recognized by Engga, but by Milson",12
82,Borst,breast/chest,amah,omah,,,"Kähler p. 12 eamahaëãmãhã ‘male chest’, etymology unclear ",Rm_Kahler,"Kähler p. 12 eamahaëãmãhã ‘male chest’, etymology unclear 
ME: omah ‘chest’, not recognized by Engga, but by Milson",12
83,Rug,back,kha-poh,—,,,"ME: kũk (cf. Kähler p. 181 ekũka ‘back(bone)’, the other word is not recognized by Engga",Rm_Contemporary_Enggano_Translation,"Kähler p. 114 ekahupou ‘back’ (< p. 112 ekahau ‘backside’ + p. 259 pou ‘backside’)
ME: kũk (cf. Kähler p. 181 ekũka ‘back(bone)’, the other word is not recognized by Engga",12
83,Rug,back,kha-poh,—,,,Kähler p. 114 ekahupou ‘back’ (< p. 112 ekahau ‘backside’ + p. 259 pou ‘backside’),Rm_Kahler,"Kähler p. 114 ekahupou ‘back’ (< p. 112 ekahau ‘backside’ + p. 259 pou ‘backside’)
ME: kũk (cf. Kähler p. 181 ekũka ‘back(bone)’, the other word is not recognized by Engga",12
84,Buik,belly,kidai,kita,,,ME: kita ‘belly’,Rm_Contemporary_Enggano_Translation,"Kähler p. 151 ekitai ‘belly’
ME: kita ‘belly’",12
84,Buik,belly,kidai,kita,,,Kähler p. 151 ekitai ‘belly’,Rm_Kahler,"Kähler p. 151 ekitai ‘belly’
ME: kita ‘belly’",12
85,Dijen,thighs,phallah,yapara,,,ME: yapara ‘thigh’,Rm_Contemporary_Enggano_Translation,"Kähler p. 239 eaparã ‘thigh’ (PAN *paqa, Sangir palaŋ, Talaut palaŋa, Malay paha), perhaps eae ‘foot, leg’ + *parã ‘thigh’ 
ME: yapara ‘thigh’",12
85,Dijen,thighs,phallah,yapara,,,"Kähler p. 239 eaparã ‘thigh’ (PAN *paqa, Sangir palaŋ, Talaut palaŋa, Malay paha), perhaps eae ‘foot, leg’ + *parã ‘thigh’ ",Rm_Kahler,"Kähler p. 239 eaparã ‘thigh’ (PAN *paqa, Sangir palaŋ, Talaut palaŋa, Malay paha), perhaps eae ‘foot, leg’ + *parã ‘thigh’ 
ME: yapara ‘thigh’",12
86,Beenen,legs,ah,ya,,,"ME: ya ‘leg, foot’",Rm_Contemporary_Enggano_Translation,"Kähler p. 6 eae ‘foot, leg’
ME: ya ‘leg, foot’",12
86,Beenen,legs,ah,ya,,,"Kähler p. 6 eae ‘foot, leg’",Rm_Kahler,"Kähler p. 6 eae ‘foot, leg’
ME: ya ‘leg, foot’",12
87,Knie,knee,poh,pu’,,,ME: pu’ ‘knee’,Rm_Contemporary_Enggano_Translation,"Kähler p. 268 epũ’ũ ‘node, joint’, but epũ’ũ uae ‘knee’ < PMP *buku(h) ‘node, joint, knot in wood’ (Edwards 2015:94-97, Kähler 1987: 268)
ME: pu’ ‘knee’",12
87,Knie,knee,poh,pu’,,,"Kähler p. 268 epũ’ũ ‘node, joint’, but epũ’ũ uae ‘knee’ < PMP *buku(h) ‘node, joint, knot in wood’ (Edwards 2015:94-97, Kähler 1987: 268)",Rm_Kahler,"Kähler p. 268 epũ’ũ ‘node, joint’, but epũ’ũ uae ‘knee’ < PMP *buku(h) ‘node, joint, knot in wood’ (Edwards 2015:94-97, Kähler 1987: 268)
ME: pu’ ‘knee’",12
88,Voet,foot,ah,ya,,,"ME: ya ‘leg, foot’",Rm_Contemporary_Enggano_Translation,"Kähler p. 6 eae ‘foot, leg’
ME: ya ‘leg, foot’",12
88,Voet,foot,ah,ya,,,"Kähler p. 6 eae ‘foot, leg’",Rm_Kahler,"Kähler p. 6 eae ‘foot, leg’
ME: ya ‘leg, foot’",12
89,Beenderen,bones,ahoe,e’ea,,,ME: e’ea ‘bone’,Rm_Contemporary_Enggano_Translation,"Kähler p. 1 e’aa ‘bone’
ME: e’ea ‘bone’",12
89,Beenderen,bones,ahoe,e’ea,,,Kähler p. 1 e’aa ‘bone’,Rm_Kahler,"Kähler p. 1 e’aa ‘bone’
ME: e’ea ‘bone’",12
90,Bloed,blood,kiakie,kiak,,,ME: kiak ‘blood’,Rm_Contemporary_Enggano_Translation,"Kähler p. 140 ekiaki ‘blood’
ME: kiak ‘blood’",12
90,Bloed,blood,kiakie,kiak,,,Kähler p. 140 ekiaki ‘blood’,Rm_Kahler,"Kähler p. 140 ekiaki ‘blood’
ME: kiak ‘blood’",12
91,Lippen,lips,koe-liepoh,kudip,,,ME: kudip ‘lips’ [what is yakorib in ME?],Rm_Contemporary_Enggano_Translation,"Kähler p. 285 eukudipoëukurip ‘lip’ (cf. mouth’ above) 
ME: kudip ‘lips’ [what is yakorib in ME?]",12
91,Lippen,lips,koe-liepoh,kudip,,,Kähler p. 285 eukudipoëukurip ‘lip’ (cf. mouth’ above) ,Rm_Kahler,"Kähler p. 285 eukudipoëukurip ‘lip’ (cf. mouth’ above) 
ME: kudip ‘lips’ [what is yakorib in ME?]",12
92,Huid,skin,noelie,—,,,"unclear, Kähler has ’uk/~’ud/ (p. 281), unexplained prefix n-ME iuk ‘skin’",Rm_Others,"unclear, Kähler has ’uk/~’ud/ (p. 281), unexplained prefix n-ME iuk ‘skin’",12
93,Oud,old,napoea-kah,(napuak),,,ME: napuak ‘our ancestors’,Rm_Contemporary_Enggano_Translation,"Kähler p. 197 ena’apũaka’a, literally ‘our ancestors’ 
ME: napuak ‘our ancestors’",12
93,Oud,old,napoea-kah,(napuak),,,"Kähler p. 197 ena’apũaka’a, literally ‘our ancestors’ ",Rm_Kahler,"Kähler p. 197 ena’apũaka’a, literally ‘our ancestors’ 
ME: napuak ‘our ancestors’",12
94,Jong,young,kahpah,(kapa),,,ME: kapa ‘children’ (pl. of pa),Rm_Contemporary_Enggano_Translation,"Kähler p. 233 kapae ‘children’ no final vowel in Walland but in Kähler!
ME: kapa ‘children’ (pl. of pa)",12
94,Jong,young,kahpah,(kapa),,,Kähler p. 233 kapae ‘children’ no final vowel in Walland but in Kähler!,Rm_Kahler,"Kähler p. 233 kapae ‘children’ no final vowel in Walland but in Kähler!
ME: kapa ‘children’ (pl. of pa)",12
95,Zitten,sit,hékoe,hëk,,,ME: hëk ‘sit’,Rm_Contemporary_Enggano_Translation,"Kähler p. 73 hëkũ ‘sit’
ME: hëk ‘sit’",12
95,Zitten,sit,hékoe,hëk,,,Kähler p. 73 hëkũ ‘sit’,Rm_Kahler,"Kähler p. 73 hëkũ ‘sit’
ME: hëk ‘sit’",12
96,Staan,stand,mahénoe,—,,,"ME: abe’ ‘stand up’, ahar ‘wake up, conscious’, the other word not recognized by Milson and Engga",Rm_Contemporary_Enggano_Translation,"Kähler p. 57 kama’ã͜enũ (< ’ënũ) ‘stand up’
ME: abe’ ‘stand up’, ahar ‘wake up, conscious’, the other word not recognized by Milson and Engga",13
96,Staan,stand,mahénoe,—,,,Kähler p. 57 kama’ã͜enũ (< ’ënũ) ‘stand up’,Rm_Kahler,"Kähler p. 57 kama’ã͜enũ (< ’ënũ) ‘stand up’
ME: abe’ ‘stand up’, ahar ‘wake up, conscious’, the other word not recognized by Milson and Engga",13
97,Opstaan (van slapen),stand up (from sleeping),khadok,kahar,,,ME: ahar ‘stand up’,Rm_Contemporary_Enggano_Translation,"Kähler p. 64 kahado ‘get up’
ME: ahar ‘stand up’",13
97,Opstaan (van slapen),stand up (from sleeping),khadok,kahar,,,Kähler p. 64 kahado ‘get up’,Rm_Kahler,"Kähler p. 64 kahado ‘get up’
ME: ahar ‘stand up’",13
98,Opstaan (van zitten),stand up (from sitting),khadoh hekoeh,kahar kur hëkũ,,,ME: abe’ kur hekuam ‘get up from sitting’,Rm_Contemporary_Enggano_Translation,"Kähler p. 64 *kahado kude hëkũ ‘get up from sitting’ 
ME: abe’ kur hekuam ‘get up from sitting’",13
98,Opstaan (van zitten),stand up (from sitting),khadoh hekoeh,kahar kur hëkũ,,,Kähler p. 64 *kahado kude hëkũ ‘get up from sitting’ ,Rm_Kahler,"Kähler p. 64 *kahado kude hëkũ ‘get up from sitting’ 
ME: abe’ kur hekuam ‘get up from sitting’",13
99,Kaauwen,chew,mamah,mama,,,ME: mama ‘chew’,Rm_Contemporary_Enggano_Translation,"Kähler p. 13 e(pa)amai ‘mastication’
ME: mama ‘chew’",13
99,Kaauwen,chew,mamah,mama,,,Kähler p. 13 e(pa)amai ‘mastication’,Rm_Kahler,"Kähler p. 13 e(pa)amai ‘mastication’
ME: mama ‘chew’",13
100,Weenen,weep,weloh,ker,,,"ME: ker ‘cry, weep’",Rm_Contemporary_Enggano_Translation,"Kähler p. 51 edo ‘cry’
ME: ker ‘cry, weep’",13
100,Weenen,weep,weloh,ker,,,Kähler p. 51 edo ‘cry’,Rm_Kahler,"Kähler p. 51 edo ‘cry’
ME: ker ‘cry, weep’",13
101,Lagchen,laugh,oh-oh,—,,,"ME: kñ’kah, the other word is not recognized by Engga and Milson",Rm_Contemporary_Enggano_Translation,"Kähler p. 226 ’o’ó’õ͜i ‘laugh, laughter’
ME: kñ’kah, the other word is not recognized by Engga and Milson",13
101,Lagchen,laugh,oh-oh,—,,,"Kähler p. 226 ’o’ó’õ͜i ‘laugh, laughter’",Rm_Kahler,"Kähler p. 226 ’o’ó’õ͜i ‘laugh, laughter’
ME: kñ’kah, the other word is not recognized by Engga and Milson",13
102,Schreeuwen,"shout,scream",oh-woh,’ua’,,,ME: ?ũë~’ua’ ‘shout’,Rm_Contemporary_Enggano_Translation,"Kähler p. 224 ’o’óa’ai ‘shout, speak out loud’ or p. 283 uē ‘shout’?
ME: ?ũë~’ua’ ‘shout’",13
102,Schreeuwen,"shout,scream",oh-woh,’ua’,,,"Kähler p. 224 ’o’óa’ai ‘shout, speak out loud’ or p. 283 uē ‘shout’?",Rm_Kahler,"Kähler p. 224 ’o’óa’ai ‘shout, speak out loud’ or p. 283 uē ‘shout’?
ME: ?ũë~’ua’ ‘shout’",13
103,Roepen,call,pa-harie,bahar,,,ME: bahar ‘call’,Rm_Contemporary_Enggano_Translation,"Kähler p. 64 bahadi ‘be calling’ (< ba- ‘progressive’ + hadi ‘call’)
ME: bahar ‘call’",13
103,Roepen,call,pa-harie,bahar,,,Kähler p. 64 bahadi ‘be calling’ (< ba- ‘progressive’ + hadi ‘call’),Rm_Kahler,"Kähler p. 64 bahadi ‘be calling’ (< ba- ‘progressive’ + hadi ‘call’)
ME: bahar ‘call’",13
